ID,Window Title,Status,Timestamp,Alert
487,pyinstaller.txt - keylogger - Visual Studio Code,Opened,2025-05-26 02:44:45,0
488,dist,Opened,2025-05-26 02:44:45,0
489,Paint 3D,Opened,2025-05-26 02:44:45,0
490,Untitled ‎- Paint 3D,Opened,2025-05-26 02:44:45,0
491,Media Player,Opened,2025-05-26 02:44:45,0
492,Settings,Opened,2025-05-26 02:44:45,0
493,Microsoft Text Input Application,Opened,2025-05-26 02:44:45,0
494,TechSmith Camtasia 2022,Opened,2025-05-26 02:44:45,0
495,Final Project,Opened,2025-05-26 02:44:45,0
496,Exe File Creation Guide - Google Chrome,Opened,2025-05-26 02:44:45,0
497,Program Manager,Opened,2025-05-26 02:44:45,0
498,Camtasia Recorder,Opened,2025-05-26 02:44:55,0
499,Grammarly Anchor Window,Opened,2025-05-26 02:44:55,0
500,Surveillance Tool,Opened,2025-05-26 02:44:55,0
501,pyinstaller.txt - keylogger - Visual Studio Code,Opened,2025-05-26 02:44:55,0
502,dist,Opened,2025-05-26 02:44:55,0
503,Paint 3D,Opened,2025-05-26 02:44:55,0
504,Untitled ‎- Paint 3D,Opened,2025-05-26 02:44:55,0
505,Media Player,Opened,2025-05-26 02:44:55,0
506,Settings,Opened,2025-05-26 02:44:55,0
507,Microsoft Text Input Application,Opened,2025-05-26 02:44:55,0
508,TechSmith Camtasia 2022,Opened,2025-05-26 02:44:55,0
509,Final Project,Opened,2025-05-26 02:44:55,0
510,Exe File Creation Guide - Google Chrome,Opened,2025-05-26 02:44:55,0
511,Program Manager,Opened,2025-05-26 02:44:55,0
